superficieEtage1,superficieEtage2,typeAlleeAcces,nbChambres,typeBatiment,conditionSousSol,expositionSousSol,superficieFinieSousSol1,superficieFinieSousSol2,qualiteSurfaceFinieSousSol1,superficieSousSolNonAmenagee,climatisation,proxRoute1,systElectrique,superficiePorcheFerme,conditionExterieur,qualiteExterieur,materiauExterieur1,materiauExterieur2,cloture,qualiteCheminee,nbCheminees,fondation,superficieGarage,nbPlacesVoiture,conditionGarage,interieurGarage,qualiteGarage,typeGarage,anneeConstrGarage,superficieHabitableSaufSs,chauffage,qualiteChauffage,styleBatiment,nbCuisines,qualiteCuisine,superficieTerrain,configTerrain,longTerrainRue,formeTerrain,typeClasseBatiment,zonage,superficiePlacageMaconnerie,typePlacageMaconnerie,elementsDivers,valeursElementsDivers,moisVente,quartier,superficiePorcheOuvert,conditionGlobale,qualiteGlobale,alleePavee,materiauToit,styleToit,conditionVente,prix,typeVente,superficieSolarium,nbPieces,superficieTotaleSousSol,superficieTerrasseBois,anneeConstruction,anneeRenovation,anneeVente,taux_inflation,ames_taux_criminalite,moyenne_indice_prix_logements,superficieTotale,autoroute,proximite_gare,proximite_parc,nbTotalSallesBain,noteGlobale,noteMoyenne,hauteurSs
> 2000 m2,0 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Bonne exposition,1500-1904 m2,0,Bonne qualité de vie,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité excellente,Autre matériau extérieur,Autre matériau extérieur  2,Pas de clôture,Excellent,1,Fondation Ciment,60-80 m2,3.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,2000-2009,150-200 m2,Chauffage air pulsé,Excellent,Bat 1 Etage,1,Qualité cusine excellente,Entre 1001 et 2000 m2,Terrain en coin,Plus de 31 m,Irrégulière,Classe 1946 et plus recent,Basse densité,200-400 m2,Placage pierre,Non défini,Pas d elements divers,7,Autre quartier,> 5 m2,3,5,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,9,> 150 m2,< 10 m2,2005 et plus,2005-2010,2009,-0.3555,309.5867,167.9225,300-400,Non,Non,Non,3.0,14,7.0,Hauteur sous-sol > 2.5 m
1500-2000 m2,0 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Bonne exposition,1000-1500 m2,0,Bonne qualité de vie,500-1000 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité excellente,Autre matériau extérieur,Autre matériau extérieur  2,Pas de clôture,Qualité inconnue,0,Fondation Béton,> 80 m2,3.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,2000-2009,150-200 m2,Chauffage air pulsé,Excellent,Bat 1 Etage,1,Qualité cusine excellente,Entre 1001 et 2000 m2,Terrain en coin,Entre 21 et 30 m,Irrégulière,Classe 1946 et plus recent,Basse densité,400-600 m2,Placage brique,Non défini,Pas d elements divers,1,Autre quartier,> 5 m2,3,5,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,7,> 150 m2,0,2005 et plus,2005-2010,2009,-0.3555,309.5867,167.9225,300-400,Non,Non,Non,3.0,14,7.0,Hauteur sous-sol > 2.5 m
1000-1500 m2,501-1000 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,< 500 m2,0,Quartiers de vie moyenne,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité bonne,Qualité moyenne,Métal,Métal,Pas de clôture,Moyenne,1,Fondation Béton,40-60 m2,2.0,Condition garage bonne,Fini,Typique/Moyenne,Garage encastré,1980-1989,200-250 m2,Chauffage air pulsé,Excellent,Bat 2 Etages,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain en cul-de-sac,Entre 21 et 30 m,Irrégulière,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Remise,1000-5000,2,Autre quartier,< 5 m2,4,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,7,50-75 m2,> 20 m2,2005 et plus,2005-2010,2009,-0.3555,309.5867,167.9225,200-300,Non,Non,Non,2.5,14,7.0,Hauteur sous-sol 2.3 - 2.5 m
1000-1500 m2,0 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Bonne exposition,500-1000 m2,500-1000 m2,Bonne qualité de vie,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Contreplaqué,Contreplaqué,Pas de clôture,Médiocre,1,Fondation Béton,40-60 m2,2.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,1980-1989,100-150 m2,Chauffage air pulsé,Excellent,Bat Divisé,1,Qualité cusine bonne,Entre 1001 et 2000 m2,Terrain en coin,Plus de 31 m,Irrégulière,Classe Autre,Basse densité,200-400 m2,Placage brique,Non défini,Pas d elements divers,7,Autre quartier,> 5 m2,3,4,Pavée,Bardeau composite,Toit pyramidal,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,7,> 150 m2,> 20 m2,1985-1990,1985-1990,2009,-0.3555,309.5867,167.9225,200-300,Non,Non,Non,4.5,12,6.0,Hauteur sous-sol 2.3 - 2.5 m
1000-1500 m2,501-1000 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,0,0,Non fini,500-1000 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité bonne,Vinyle,Vinyle,Pas de clôture,Qualité inconnue,0,Fondation Béton,40-60 m2,2.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,2000-2009,150-200 m2,Chauffage air pulsé,Excellent,Bat 2 Etages,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain en coin,Entre 21 et 30 m,Irrégulière,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,2,Autre quartier,> 5 m2,3,4,Pavée,Bardeau composite,Toit à pignon,"Echange, saisie, vente rapide",,Vente Garantie Conventionnelle,Pas de solarium,9,75-100 m2,10-20 m2,2000-2005,2000-2005,2009,-0.3555,309.5867,167.9225,200-300,Non,Non,Non,2.5,12,6.0,Hauteur sous-sol 2.3 - 2.5 m
1500-2000 m2,0 m2,Pas d'accès à l'allée,2,Unifamilial,Condition Ss Bonne,Bonne exposition,1500-1904 m2,0,Bonne qualité de vie,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité excellente,Autre matériau extérieur,Autre matériau extérieur  2,Pas de clôture,Bon,1,Fondation Béton,> 80 m2,3.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,2000-2009,150-200 m2,Chauffage air pulsé,Excellent,Bat 1 Etage,1,Qualité cusine excellente,Entre 1001 et 2000 m2,Terrain intérieur,Entre 21 et 30 m,Irrégulière,Classe 1946 et plus recent,Basse densité,200-400 m2,Placage pierre,Non défini,Pas d elements divers,5,Autre quartier,< 5 m2,3,5,Pavée,Bardeau composite,Toit pyramidal,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,7,> 150 m2,> 20 m2,2005 et plus,2005-2010,2009,-0.3555,309.5867,167.9225,300-400,Non,Non,Non,3.0,14,7.0,Hauteur sous-sol > 2.5 m
1000-1500 m2,0 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,500-1000 m2,0,Quartiers de vie moyenne,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Panneau dur,Panneau dur,Intimité minimale,Qualité inconnue,0,Fondation Ciment,30-40 m2,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Garage Attaché à la maison,1960-1969,75-100 m2,Chauffage air pulsé,Bon,Bat 1 Etage,1,Qualité cusine bonne,Entre 1001 et 2000 m2,Terrain intérieur,Entre 21 et 30 m,Irrégulière,Classe 1946 et plus recent,Basse densité,< 200 m2,Placage brique,Non défini,Pas d elements divers,4,Autre quartier,0,4,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,6,75-100 m2,10-20 m2,1960-1970,1960-1970,2009,-0.3555,309.5867,167.9225,< 200,Non,Non,Non,1.0,12,6.0,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,0 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,500-1000 m2,0,Quartiers de vie sous la moyenne,500-1000 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Panneau dur,Panneau dur,Pas de clôture,Faible,1,Fondation Ciment,40-60 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Garage Attaché à la maison,1960-1969,100-150 m2,Chauffage air pulsé,Excellent,Bat 1 Etage,1,Qualité cusine bonne,Entre 1001 et 2000 m2,Terrain intérieur,Entre 21 et 30 m,Irrégulière,Classe 1946 et plus recent,Basse densité,< 200 m2,Placage brique,Non défini,Pas d elements divers,3,Autre quartier,< 5 m2,3,3,Pavée,Bardeau composite,Toit pyramidal,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,7,100-150 m2,0,1960-1970,2000-2005,2009,-0.3555,309.5867,167.9225,200-300,Non,Non,Non,2.0,10,5.0,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,0 m2,Pas d'accès à l'allée,2,Unifamilial,Condition Ss Bonne,Exposition moyenne,500-1000 m2,< 500 m2,Bonne qualité de vie,0,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Métal,Métal,Intimité minimale,Qualité inconnue,0,Fondation Ciment,30-40 m2,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,1990-1999,50-75 m2,Chauffage air pulsé,Bon,Bat Divisé,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain intérieur,Entre 11 et 20 m,Irrégulière,Classe Autre,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,7,Autre quartier,0,4,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,4,50-75 m2,10-20 m2,1970-1980,1970-1980,2009,-0.3555,309.5867,167.9225,< 200,Non,Non,Non,1.5,13,6.5,Hauteur sous-sol 2.3 - 2.5 m
1000-1500 m2,0 m2,Pas d'accès à l'allée,2,Unifamilial,Condition Ss Bonne,Exposition moyenne,< 500 m2,< 500 m2,Salle de récréation moyenne,0,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité bonne,Qualité moyenne,Panneau dur,Panneau dur,Pas de clôture,Qualité inconnue,0,Fondation Ciment,30-40 m2,1.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,1990-1999,100-150 m2,Chauffage air pulsé,Excellent,Bat Divisé,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain intérieur,Entre 11 et 20 m,Régulière,Classe Autre,Basse densité,0,Aucun placage,Remise,< 1000,8,Autre quartier,0,3,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,5,25-50 m2,> 20 m2,1990-1995,1995-2000,2009,-0.3555,309.5867,167.9225,< 200,Non,Non,Non,1.5,11,5.5,Hauteur sous-sol 2.3 - 2.5 m
500-1000 m2,0 m2,Pas d'accès à l'allée,2,Unifamilial,Condition Ss Bonne,Exposition moyenne,500-1000 m2,< 500 m2,Bonne qualité de vie,0,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Panneau dur,Autre matériau extérieur  2,Bonne intimité,Médiocre,1,Fondation Béton,60-80 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,1990-1999,75-100 m2,Chauffage air pulsé,Moyen/Typique,Bat Divisé,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain intérieur,Entre 21 et 30 m,Régulière,Classe Autre,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,6,Autre quartier,< 5 m2,3,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,5,75-100 m2,< 10 m2,1990-1995,1990-1995,2009,-0.3555,309.5867,167.9225,< 200,Non,Non,Non,2.0,11,5.5,Hauteur sous-sol 2.3 - 2.5 m
500-1000 m2,501-1000 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,< 500 m2,0,Quartiers de vie moyenne,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Panneau dur,Autre matériau extérieur  2,Pas de clôture,Qualité inconnue,0,Fondation Béton,40-60 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,2000-2009,100-150 m2,Chauffage air pulsé,Moyen/Typique,Bat 2 Etages,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain intérieur,Entre 11 et 20 m,Régulière,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,7,Autre quartier,0,3,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,6,50-75 m2,10-20 m2,1990-1995,1990-1995,2009,-0.3555,309.5867,167.9225,< 200,Non,Non,Non,1.5,10,5.0,Hauteur sous-sol 2.3 - 2.5 m
500-1000 m2,501-1000 m2,Pas d'accès à l'allée,4,Unifamilial,Condition Ss Bonne,Bonne exposition,< 500 m2,< 500 m2,Quartiers de vie sous la moyenne,0,Oui,Route ville,Boîte à disjoncteurs,> 300 m2,Qualité bonne,Qualité bonne,Vinyle,Vinyle,Intimité minimale,Moyenne,1,Fondation Ciment,> 80 m2,2.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,1960-1969,150-200 m2,Chauffage air pulsé,Excellent,Bat 2 Etages,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain intérieur,Entre 21 et 30 m,Irrégulière,Classe 1946 et plus recent,Basse densité,< 200 m2,Placage brique,Non défini,Pas d elements divers,4,Autre quartier,> 5 m2,4,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,7,50-75 m2,0,1960-1970,1960-1970,2009,-0.3555,309.5867,167.9225,200-300,Non,Non,Non,1.5,12,6.0,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,501-1000 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,500-1000 m2,0,Quartiers de vie sous la moyenne,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Vinyle,Vinyle,Pas de clôture,Moyenne,1,Fondation Béton,40-60 m2,2.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,1990-1999,100-150 m2,Chauffage air pulsé,Excellent,Bat 2 Etages,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain intérieur,Entre 21 et 30 m,Irrégulière,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,4,Gilbert,< 5 m2,3,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,7,75-100 m2,0,1995-2000,1995-2000,2008,3.8391,313.1278,167.5975,200-300,Non,Non,Non,2.5,11,5.5,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,501-1000 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,< 500 m2,0,Quartiers de vie moyenne,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Vinyle,Vinyle,Pas de clôture,Moyenne,1,Fondation Béton,30-40 m2,2.0,Condition garage bonne,Fini,Typique/Moyenne,Garage encastré,1990-1999,100-150 m2,Chauffage air pulsé,Bon,Bat 2 Etages,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain intérieur,Entre 11 et 20 m,Régulière,Classe 1946 et plus recent,Basse densité,< 200 m2,Placage brique,Non défini,Pas d elements divers,10,Gilbert,< 5 m2,3,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,7,50-75 m2,10-20 m2,1995-2000,1995-2000,2008,3.8391,313.1278,167.5975,< 200,Non,Non,Non,2.5,11,5.5,Hauteur sous-sol 2.3 - 2.5 m
500-1000 m2,501-1000 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Bonne exposition,500-1000 m2,0,Bonne qualité de vie,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Vinyle,Vinyle,Pas de clôture,Qualité inconnue,0,Fondation Béton,40-60 m2,2.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,1990-1999,100-150 m2,Chauffage air pulsé,Excellent,Bat 2 Etages,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain intérieur,Entre 11 et 20 m,Irrégulière,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,5,Gilbert,> 5 m2,3,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,7,75-100 m2,< 10 m2,1995-2000,1995-2000,2008,3.8391,313.1278,167.5975,200-300,Non,Non,Non,2.5,11,5.5,Hauteur sous-sol 2.3 - 2.5 m
500-1000 m2,501-1000 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,< 500 m2,0,Salle de récréation moyenne,500-1000 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Panneau dur,Panneau dur,Pas de clôture,Moyenne,1,Fondation Béton,30-40 m2,2.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,1990-1999,150-200 m2,Chauffage air pulsé,Bon,Bat 2 Etages,1,Qualité cusine bonne,Entre 1001 et 2000 m2,Terrain en coin,Entre 21 et 30 m,Irrégulière,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,11,Gilbert,> 5 m2,3,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,7,75-100 m2,10-20 m2,1995-2000,1995-2000,2008,3.8391,313.1278,167.5975,200-300,Non,Non,Non,2.5,11,5.5,Hauteur sous-sol 2.3 - 2.5 m
1000-1500 m2,0 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,< 500 m2,0,Bonne qualité de vie,500-1000 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité bonne,Panneau dur,Panneau dur,Pas de clôture,Qualité inconnue,0,Fondation Béton,30-40 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Garage Attaché à la maison,1990-1999,100-150 m2,Chauffage air pulsé,Bon,Bat 1 Etage,1,Qualité cusine bonne,Entre 1001 et 2000 m2,Terrain intérieur,Entre 11 et 20 m,Irrégulière,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,11,Gilbert,< 5 m2,3,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,7,100-150 m2,0,1995-2000,1995-2000,2008,3.8391,313.1278,167.5975,200-300,Non,Non,Non,3.0,10,5.0,Hauteur sous-sol 2.3 - 2.5 m
1500-2000 m2,0 m2,Pas d'accès à l'allée,1,Unifamilial,Condition Ss Bonne,Exposition minimale,500-1000 m2,0,Bonne qualité de vie,1000-1500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité bonne,Autre matériau extérieur,Autre matériau extérieur  2,Pas de clôture,Moyenne,1,Fondation Béton,40-60 m2,2.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,1990-1999,150-200 m2,Chauffage air pulsé,Excellent,Bat 1 Etage,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain en coin,Entre 11 et 20 m,Irrégulière,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,7,Autre quartier,0,3,4,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,6,> 150 m2,0,1995-2000,1995-2000,2008,3.8391,313.1278,167.5975,300-400,Non,Non,Non,2.5,13,6.5,Hauteur sous-sol > 2.5 m
1000-1500 m2,0 m2,Pas d'accès à l'allée,2,Autre Type Batiment,Condition Ss Bonne,Exposition minimale,0,0,Non fini,1000-1500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité bonne,Panneau dur,Panneau dur,Pas de clôture,Qualité inconnue,0,Fondation Béton,40-60 m2,2.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,1990-1999,100-150 m2,Chauffage air pulsé,Excellent,Bat 1 Etage,1,Qualité cusine bonne,Entre 201 et 500 m2,Terrain intérieur,Entre 11 et 20 m,Irrégulière,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,8,Autre quartier,> 5 m2,3,4,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,101-200 m2,5,100-150 m2,0,1990-1995,1990-1995,2008,3.8391,313.1278,167.5975,200-300,Non,Non,Non,2.0,13,6.5,Hauteur sous-sol 2.3 - 2.5 m
500-1000 m2,501-1000 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,0,0,Non fini,500-1000 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Vinyle,Vinyle,Pas de clôture,Moyenne,1,Fondation Béton,40-60 m2,2.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,1990-1999,150-200 m2,Chauffage air pulsé,Bon,Bat 2 Etages,1,Qualité cusine bonne,Entre 1001 et 2000 m2,Terrain en coin,Entre 21 et 30 m,Irrégulière,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,4,Gilbert,< 5 m2,3,3,Pavée,Bardeau composite,Toit à pignon,Vente entre membres de la famille,,Vente Garantie Conventionnelle,Pas de solarium,7,75-100 m2,0,1995-2000,1995-2000,2008,3.8391,313.1278,167.5975,200-300,Non,Non,Non,2.5,11,5.5,Hauteur sous-sol 2.3 - 2.5 m
500-1000 m2,501-1000 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,500-1000 m2,0,Quartiers de vie moyenne,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Panneau dur,Panneau dur,Bonne intimité,Qualité inconnue,0,Fondation Béton,30-40 m2,2.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,1990-1999,150-200 m2,Chauffage air pulsé,Bon,Bat 2 Etages,1,Qualité cusine bonne,Entre 1001 et 2000 m2,Terrain avec façade sur plusieurs côtés,Entre 21 et 30 m,Régulière,Classe 1946 et plus recent,Basse densité,< 200 m2,Placage brique,Non défini,Pas d elements divers,9,Gilbert,< 5 m2,3,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,7,75-100 m2,0,1990-1995,1990-1995,2008,3.8391,313.1278,167.5975,200-300,Non,Non,Non,3.5,11,5.5,Hauteur sous-sol 2.3 - 2.5 m
1000-1500 m2,0 m2,Pas d'accès à l'allée,2,Autre Type Batiment,Condition Ss Bonne,Bonne exposition,< 500 m2,0,Bonne qualité de vie,1000-1500 m2,Oui,Route ville,Boîte à disjoncteurs,101-200 m2,Qualité moyenne,Qualité bonne,Panneau dur,Panneau dur,Pas de clôture,Moyenne,1,Fondation Béton,40-60 m2,2.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,1980-1989,100-150 m2,Chauffage air pulsé,Bon,Bat 1 Etage,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain intérieur,Entre 11 et 20 m,Irrégulière,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,4,Autre quartier,> 5 m2,3,4,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,5,100-150 m2,0,1985-1990,1985-1990,2008,3.8391,313.1278,167.5975,200-300,Non,Non,Non,3.0,13,6.5,Hauteur sous-sol 2.3 - 2.5 m
1000-1500 m2,1001-1500 m2,Pas d'accès à l'allée,5,Unifamilial,Condition Ss Bonne,Bonne exposition,< 500 m2,0,Bonne qualité de vie,1000-1500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité bonne,Vinyle,Vinyle,Pas de clôture,Bon,1,Fondation Béton,60-80 m2,3.0,Condition garage bonne,Fini,Typique/Moyenne,Garage encastré,2000-2009,200-250 m2,Chauffage air pulsé,Excellent,Bat 2 Etages,1,Qualité cusine excellente,Entre 1001 et 2000 m2,Terrain en coin,Plus de 31 m,Irrégulière,Classe 1946 et plus recent,Basse densité,< 200 m2,Placage pierre,Non défini,Pas d elements divers,7,Autre quartier,< 5 m2,3,4,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,9,100-150 m2,10-20 m2,2005 et plus,2005-2010,2008,3.8391,313.1278,167.5975,300-400,Non,Non,Non,3.5,13,6.5,Hauteur sous-sol > 2.5 m
1500-2000 m2,0 m2,Pas d'accès à l'allée,2,Unifamilial,Condition Ss Bonne,Bonne exposition,1000-1500 m2,0,Bonne qualité de vie,500-1000 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité excellente,Vinyle,Vinyle,Pas de clôture,Bon,1,Fondation Béton,60-80 m2,3.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,2000-2009,150-200 m2,Chauffage air pulsé,Excellent,Bat 1 Etage,1,Qualité cusine excellente,Entre 1001 et 2000 m2,Terrain en cul-de-sac,Entre 11 et 20 m,Irrégulière,Classe 1946 et plus recent,Basse densité,200-400 m2,Placage brique,Non défini,Pas d elements divers,9,Autre quartier,> 5 m2,3,5,Pavée,Bardeau composite,Toit pyramidal,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,7,> 150 m2,10-20 m2,2000-2005,2000-2005,2008,3.8391,313.1278,167.5975,300-400,Non,Non,Non,3.0,14,7.0,Hauteur sous-sol > 2.5 m
